ano,sigla_uf,cargo,sigla_partido,id_municipio_tse,municipio,numero_candidato,votos,resultado,resultado_agregado,nome_urna,nome,idade,genero,instrucao,ocupacao,raca,fundo_partidario,fundo_especial,fundo_total,#NULO,FUNDO ESPECIAL,FUNDO PARTIDARIO,OUTROS RECURSOS
2020,SP,vereador,REPUBLICANOS,61018,Adamantina,10211,20,nao eleito,não eleito,Xexel,Haroldo Peres Cervelheira,55.0,masculino,ensino fundamental completo,eletricista e assemelhados,branca,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
2020,SP,vereador,REPUBLICANOS,61018,Adamantina,10888,24,nao eleito,não eleito,Solange Mery-Carlito Da Banca,Solange Mery Rissoli Gimenes,65.0,feminino,ensino superior completo,professor de ensino fundamental,branca,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
2020,SP,vereador,REPUBLICANOS,61018,Adamantina,10999,28,nao eleito,não eleito,Mandi,Valter Nunes Dias,58.0,masculino,ensino fundamental incompleto,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,1007.75
2020,SP,vereador,REPUBLICANOS,61018,Adamantina,10333,353,nao eleito,não eleito,Fabio Rigatto Zap,Fabio Augusto Rigatto,41.0,masculino,ensino superior completo,empresario,branca,0.0,0.0,0.0,0.0,0.0,0.0,2033.0
2020,SP,vereador,REPUBLICANOS,61018,Adamantina,10456,73,nao eleito,não eleito,Eleandro Lima,Eleandro Aparecido Lima,44.0,masculino,ensino medio completo,vigilante,branca,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
2020,SP,vereador,REPUBLICANOS,61018,Adamantina,10018,56,nao eleito,não eleito,Fabricio Fb,Mario Fabricio Goncalves,38.0,masculino,ensino fundamental completo,produtor de espetaculos publicos,branca,0.0,0.0,0.0,0.0,0.0,0.0,1050.0
2020,SP,vereador,REPUBLICANOS,61034,Adolfo,10456,33,suplente,não eleito,Riquinho De Abreu,Fernando De Abreu Filho,55.0,masculino,ensino superior completo,motorista de veiculos de transporte coletivo de passageiros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61034,Adolfo,10222,3,suplente,não eleito,Deildo,Deides Roque Dos Santos,46.0,masculino,ensino fundamental completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61050,Aguaí,10710,58,suplente,não eleito,Joao Do Siriri,Joao Batista Da Silva,60.0,masculino,ensino fundamental incompleto,aposentado (exceto servidor publico),parda,0.0,0.0,0.0,0.0,0.0,0.0,1280.0
2020,SP,vereador,REPUBLICANOS,61050,Aguaí,10222,47,suplente,não eleito,Carlinho Turmeiro,Jose Oscar Lambert,54.0,masculino,ensino fundamental incompleto,trabalhador rural,branca,0.0,0.0,0.0,0.0,0.0,0.0,320.0
2020,SP,vereador,REPUBLICANOS,61050,Aguaí,10777,67,suplente,não eleito,Pr Silvio,Silvio De Almeida,52.0,masculino,ensino fundamental incompleto,trabalhador rural,preta,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61050,Aguaí,10333,21,suplente,não eleito,Anderson Mato Sul,Anderson Clementino Simoes,41.0,masculino,ensino fundamental incompleto,mecanico de manutencao,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61050,Aguaí,10456,2,suplente,não eleito,Lilia Arte In Foto,Lilia Helena Martins Coelho,38.0,feminino,ensino medio completo,fotografo e assemelhados,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61050,Aguaí,10536,2,suplente,não eleito,Landa Mauch,Orlanda Rodrigues Mauch,40.0,feminino,ensino fundamental incompleto,feirante ambulante e mascate,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61050,Aguaí,10611,15,suplente,não eleito,Daniela,Daniela Evangelista De Oliveira,38.0,feminino,ensino fundamental completo,auxiliar de escritorio e assemelhados,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61050,Aguaí,10000,83,suplente,não eleito,Magaiver,Moises Tejada De Moraes,35.0,masculino,ensino fundamental incompleto,mecanico de manutencao,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,prefeito,REPUBLICANOS,70190,Águas de Santa Bárbara,10,2096,eleito,não eleito,Aroldo,Aroldo Jose Caetano,53.0,masculino,ensino medio completo,jardineiro,branca,0.0,40000.0,40000.0,0.0,40000.0,0.0,16800.0
2020,SP,vereador,REPUBLICANOS,70190,Águas de Santa Bárbara,10010,115,eleito por media,eleito,Gilmar Teodoro,Gilmar Teodoro Da Silva,55.0,masculino,ensino medio completo,vereador,branca,0.0,0.0,0.0,0.0,0.0,0.0,556.0
2020,SP,vereador,REPUBLICANOS,70190,Águas de Santa Bárbara,10222,96,suplente,não eleito,Jaime Moreira,Jaime Jose Moreira,42.0,masculino,ensino medio completo,gerente,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,70190,Águas de Santa Bárbara,10480,55,suplente,não eleito,Dimas,Edmar Soares De Oliveira,45.0,masculino,ensino fundamental completo,outros,preta,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,70190,Águas de Santa Bárbara,10229,25,suplente,não eleito,Tatiana Gaglieta,Tatiana Gaglieta,40.0,feminino,ensino medio completo,dona de casa,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,70190,Águas de Santa Bárbara,10321,6,suplente,não eleito,Mayara Feitosa,Mayara Da Silva Feitosa,29.0,feminino,ensino superior incompleto,cabeleireiro e barbeiro,parda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61131,Agudos,10888,229,suplente,não eleito,Balduzzi,João Lucio Balduzzi Pereira,59.0,masculino,ensino medio completo,servidor publico municipal,branca,0.0,0.0,0.0,0.0,0.0,0.0,603.0
2020,SP,prefeito,REPUBLICANOS,61131,Agudos,10,7593,nao eleito,não eleito,Altair Da Saúde,Altair Francisco Silva,48.0,masculino,ensino superior completo,prefeito,branca,0.0,40000.0,40000.0,0.0,40000.0,0.0,36288.03
2020,SP,vereador,REPUBLICANOS,61131,Agudos,10192,251,suplente,não eleito,Nakaya,Cristiano José Nakaya,47.0,masculino,ensino medio completo,servidor publico municipal,parda,0.0,0.0,0.0,0.0,0.0,0.0,400.0
2020,SP,vereador,REPUBLICANOS,61131,Agudos,10780,42,suplente,não eleito,Prof Andreia Damada,Andreia Aparecida Cirilo Damada,40.0,feminino,ensino superior completo,servidor publico municipal,branca,0.0,0.0,0.0,0.0,0.0,0.0,603.0
2020,SP,vereador,REPUBLICANOS,61131,Agudos,10077,64,suplente,não eleito,Bruno Wilian,Bruno Wilian Dos Santos,30.0,masculino,ensino fundamental completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020,SP,vereador,REPUBLICANOS,61190,Altinópolis,10000,6,nao eleito,não eleito,José Ribeiro,José Ribeiro Do Nascimento,61.0,masculino,ensino fundamental incompleto,outros,parda,0.0,170.0,170.0,0.0,170.0,0.0,435.0
2020,SP,vereador,REPUBLICANOS,61190,Altinópolis,10156,2,nao eleito,não eleito,Nice Silva,Cleunice Gonçalves Da Silva,39.0,feminino,ensino fundamental completo,dona de casa,branca,0.0,170.0,170.0,0.0,170.0,0.0,435.0
2020,SP,vereador,REPUBLICANOS,61190,Altinópolis,10520,34,nao eleito,não eleito,Fer Garrucha,Luis Fernando Dos Santos,39.0,masculino,ensino fundamental incompleto,lavador de veiculos,preta,0.0,170.0,170.0,0.0,170.0,0.0,435.0
2020,SP,vereador,REPUBLICANOS,61220,Alumínio,10111,51,nao eleito,não eleito,Expedito Do Irema,Expedito Temóteo Cardoso,39.0,masculino,ensino medio completo,trabalhador metalurgico e siderurgico,parda,0.0,0.0,0.0,0.0,0.0,0.0,2227.9
2020,SP,vereador,REPUBLICANOS,61220,Alumínio,10023,59,nao eleito,não eleito,Samuel Baianinho,Samuel Santos Alves,28.0,masculino,ensino medio incompleto,operador de equipamento de radio televisao som e cinema,preta,0.0,0.0,0.0,0.0,0.0,0.0,2298.3500000000004
2020,SP,vereador,REPUBLICANOS,61239,Álvares Florence,10000,63,eleito por media,eleito,Pica Pau,Wilson Cesar Barboza,53.0,masculino,ensino fundamental completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,632.56
2020,SP,vereador,REPUBLICANOS,61310,Americana,10963,43,suplente,não eleito,Riccardo Rufino,Ricardo Rufino,57.0,masculino,ensino medio completo,servidor publico estadual,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10777,466,suplente,não eleito,Leila Pessotto,Leila Mara Pessotto,62.0,feminino,ensino superior completo,assistente social,branca,0.0,0.0,0.0,0.0,0.0,0.0,700.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10911,368,suplente,não eleito,Cabo Flávio,Flávio Antonio Vicentin,51.0,masculino,ensino superior completo,policial militar,branca,0.0,0.0,0.0,0.0,0.0,0.0,2000.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10123,837,suplente,não eleito,Pastor Manoel Barbosa,Manoel Barbosa Dos Santos,55.0,masculino,ensino superior completo,sacerdote ou membro de ordem ou seita religiosa,branca,0.0,22500.0,22500.0,0.0,22500.0,0.0,5910.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10789,48,suplente,não eleito,Eva Carneiro,Eva Da Silva Carneiro Bandeira,62.0,feminino,ensino fundamental incompleto,cabeleireiro e barbeiro,branca,0.0,0.0,0.0,0.0,0.0,0.0,500.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10000,1284,eleito por qp,eleito,Gualter Amado,Gualter De Almeida Amado,46.0,masculino,ensino superior completo,vereador,branca,0.0,0.0,0.0,0.0,0.0,0.0,10940.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10222,143,suplente,não eleito,Gisele Tempesta,Gisele Emine Fonseca,40.0,feminino,ensino superior completo,empresario,branca,0.0,0.0,0.0,0.0,0.0,0.0,805.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10246,40,suplente,não eleito,Gilson Da Silva,Gilson Da Silva,49.0,masculino,ensino fundamental completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10200,882,eleito por media,eleito,Pastor Miguel Pires,Miguel Carlos Pires,49.0,masculino,ensino medio completo,sacerdote ou membro de ordem ou seita religiosa,branca,0.0,0.0,0.0,0.0,0.0,0.0,4528.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10987,3,suplente,não eleito,Silmara De Jesus,Silmara De Jesus De Oliveira,33.0,feminino,ensino medio completo,auxiliar de escritorio e assemelhados,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61310,Americana,10010,337,suplente,não eleito,Gabriel Menossi,Gabriel Turquiai Menossi,31.0,masculino,ensino medio completo,vendedor de comercio varejista e atacadista,branca,0.0,0.0,0.0,0.0,0.0,0.0,1360.0
2020,SP,vereador,REPUBLICANOS,61336,Américo Brasiliense,10123,162,suplente,não eleito,Neia Alberto,Rosineia Aparecida Alberto Dos Santos,49.0,feminino,ensino medio completo,outros,parda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61336,Américo Brasiliense,10800,26,suplente,não eleito,Alessandra Padovini,Alessandra Padovini Pavão,45.0,feminino,ensino superior completo,biologo,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61336,Américo Brasiliense,10555,25,suplente,não eleito,Luciano Barnabe,Jose Luciano Barnabé,46.0,masculino,ensino fundamental completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,181.95
2020,SP,vereador,REPUBLICANOS,61336,Américo Brasiliense,10300,124,suplente,não eleito,Angelica Alves,Angelica Fernandes De Oliveira Alves,30.0,feminino,ensino medio completo,taxista,branca,0.0,0.0,0.0,0.0,0.0,0.0,1260.0
2020,SP,vereador,REPUBLICANOS,61379,Amparo,10357,5,nao eleito,não eleito,Catarina De Jesus,Catarina Lucia De Jesus Silva,58.0,feminino,le e escreve,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61379,Amparo,10932,168,nao eleito,não eleito,Pb Luzimilton,Luzimilton Lopes Dos Santos,42.0,masculino,le e escreve,eletricista e assemelhados,preta,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61379,Amparo,10999,35,nao eleito,não eleito,Emerson Borracheiro,Emerson Guilardi,48.0,masculino,le e escreve,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2020,SP,vereador,REPUBLICANOS,61379,Amparo,10131,39,nao eleito,não eleito,Marcos Lanches,Marcos Furtado Batista,50.0,masculino,le e escreve,comerciante,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61379,Amparo,10246,4,nao eleito,não eleito,Diana Almaçam,Diana Luiza Almaçam Carvalho,40.0,feminino,le e escreve,empresario,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61379,Amparo,10001,11,nao eleito,não eleito,Enedina Castro,Enedina Francisca De Oliveira Castro,64.0,feminino,le e escreve,dona de casa,preta,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61395,Analândia,10222,20,suplente,não eleito,Lucas Luizão,Luiz Carlos Dos Santos,53.0,masculino,ensino superior completo,outros,preta,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61395,Analândia,10357,11,suplente,não eleito,Tonho Do Pico Alto,Antonio Pedro Da Silva,56.0,masculino,ensino fundamental completo,outros,preta,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61395,Analândia,10000,27,suplente,não eleito,Elaine Cabeleireira,Elaine Cristina Fernandes,44.0,feminino,ensino fundamental completo,cabeleireiro e barbeiro,parda,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2020,SP,vereador,REPUBLICANOS,61395,Analândia,10123,63,eleito por media,eleito,Rogerinho,Rogerio Conceição Dos Santos,34.0,masculino,ensino medio completo,vendedor de comercio varejista e atacadista,preta,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61395,Analândia,10101,14,suplente,não eleito,Ingrid Peres,Ingrid Peres Gomes,30.0,feminino,ensino superior incompleto,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61433,Angatuba,10888,362,eleito por qp,eleito,Joao Maceno,João Damasceno Dos Santos,59.0,masculino,ensino medio completo,agricultor,branca,0.0,0.0,0.0,0.0,0.0,0.0,2482.0
2020,SP,vereador,REPUBLICANOS,61433,Angatuba,10015,152,suplente,não eleito,Elia Da Saúde,Elia Mariano Da Silva Pires,49.0,feminino,ensino medio completo,servidor publico municipal,branca,0.0,0.0,0.0,0.0,0.0,0.0,2950.0
2020,SP,vereador,REPUBLICANOS,61433,Angatuba,10222,24,suplente,não eleito,Pacheco,Antonio De Camargo Pacheco,71.0,masculino,ensino fundamental incompleto,aposentado (exceto servidor publico),branca,0.0,0.0,0.0,0.0,0.0,0.0,600.0
2020,SP,vereador,REPUBLICANOS,61433,Angatuba,10333,86,suplente,não eleito,Bruna Andrade,Bruna Almeida De Andrade,28.0,feminino,ensino medio completo,dona de casa,branca,0.0,0.0,0.0,0.0,0.0,0.0,900.0
2020,SP,prefeito,REPUBLICANOS,61492,Aparecida,10,629,nao eleito,não eleito,Paulinho Caputo,Paulo Sorbile Caputo,52.0,masculino,ensino superior completo,contador,branca,0.0,10000.0,10000.0,0.0,10000.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61492,Aparecida,10500,209,nao eleito,não eleito,Dr.Rogelio Eugênio,Rogelio Eugênio De Souza Da Silva,41.0,masculino,ensino medio completo,outros,parda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61492,Aparecida,10000,50,nao eleito,não eleito,Pâmela Caputo,Pamela De Souza Caputo,30.0,feminino,ensino medio completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61514,Aparecida d'Oeste,10222,0,nao eleito,não eleito,Claudia Salvador,Claudiana Meira Salvador,42.0,feminino,ensino fundamental incompleto,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,27.7
2020,SP,vereador,REPUBLICANOS,61514,Aparecida d'Oeste,10333,17,nao eleito,não eleito,Tutinho,Joao Anacleto Filho,56.0,masculino,ensino medio incompleto,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,34.7
2020,SP,vereador,REPUBLICANOS,61514,Aparecida d'Oeste,10121,1,nao eleito,não eleito,Douglas,Igor Douglas De Assis Simao,28.0,masculino,ensino medio completo,comerciante,branca,0.0,0.0,0.0,0.0,0.0,0.0,34.7
2020,SP,vereador,REPUBLICANOS,61530,Apiaí,10613,83,suplente,não eleito,Nelci,Nelci Gomes Ribeiro Cordeiro,52.0,feminino,ensino superior completo,agricultor,branca,0.0,409.0,409.0,0.0,409.0,0.0,400.0
2020,SP,vereador,REPUBLICANOS,61530,Apiaí,10614,0,suplente,não eleito,Silene,Silene Vieira Miranda,40.0,feminino,ensino medio completo,vendedor de comercio varejista e atacadista,branca,0.0,240.0,240.0,0.0,240.0,0.0,880.0
2020,SP,vereador,REPUBLICANOS,61530,Apiaí,10321,11,suplente,não eleito,Fabiana,Fabiana Aparecida Leite,39.0,feminino,ensino medio completo,empresario,branca,0.0,797.0,797.0,0.0,797.0,0.0,880.0
2020,SP,vereador,REPUBLICANOS,61530,Apiaí,10147,103,suplente,não eleito,Pedrinho Do Povo,Pedro Cesar Ferreira Ramos,38.0,masculino,ensino superior completo,administrador,branca,0.0,409.0,409.0,0.0,409.0,0.0,3200.0
2020,SP,vereador,REPUBLICANOS,61530,Apiaí,10333,140,suplente,não eleito,Alarico Dias Batista,Alarico Dias Batista Filho,32.0,masculino,ensino medio completo,agricultor,branca,0.0,409.0,409.0,0.0,409.0,0.0,1040.0
2020,SP,vereador,REPUBLICANOS,61263,Araçariguama,10789,55,suplente,não eleito,Pastora Edimária Lima,Edimaria Silva Lima,38.0,feminino,ensino medio completo,outros,preta,0.0,4585.75,4585.75,0.0,4585.75,0.0,250.0
2020,SP,vereador,REPUBLICANOS,61263,Araçariguama,10777,13,suplente,não eleito,Gordo Do Tigrão,Reinaldo Pereira Toledo,44.0,masculino,le e escreve,servidor publico municipal,branca,0.0,1785.75,1785.75,0.0,1785.75,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61263,Araçariguama,10555,32,suplente,não eleito,Romilton,Romilton Silva Vale,41.0,masculino,ensino fundamental completo,outros,branca,0.0,2937.6,2937.6,0.0,2937.6,0.0,3600.0
2020,SP,vereador,REPUBLICANOS,61263,Araçariguama,10190,68,suplente,não eleito,Misso Nunes,Edmilson Feliciano Nunes,39.0,masculino,ensino fundamental completo,motorista de veiculos de transporte de carga,preta,0.0,4937.6,4937.6,0.0,4937.6,0.0,1200.0
2020,SP,vereador,REPUBLICANOS,61263,Araçariguama,10210,25,suplente,não eleito,Tota,Antonio Soares Maciel,48.0,masculino,le e escreve,funileiro,parda,0.0,2937.6,2937.6,0.0,2937.6,0.0,1500.0
2020,SP,vereador,REPUBLICANOS,61263,Araçariguama,10000,30,suplente,não eleito,Juninho Fotográfo,Luiz Gabriel Gomes Junior,35.0,masculino,ensino superior completo,outros,branca,0.0,2137.6,2137.6,0.0,2137.6,0.0,3400.0
2020,SP,vereador,REPUBLICANOS,61557,Araçatuba,10000,45,nao eleito,não eleito,Clarindo Nonato,Clarindo Nonato De Oliveira,55.0,masculino,ensino fundamental completo,outros,branca,0.0,481.66,481.66,0.0,481.65999999999997,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61557,Araçatuba,10200,27,nao eleito,não eleito,Júlio Jardineiro,Julio Pereira De Souza,60.0,masculino,ensino fundamental completo,jardineiro,preta,0.0,481.66,481.66,0.0,481.65999999999997,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61557,Araçatuba,10323,11,nao eleito,não eleito,Adilma Gomes,Adilma Gomes Dos Santos,43.0,feminino,ensino medio completo,outros,preta,0.0,481.66,481.66,0.0,481.65999999999997,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61557,Araçatuba,10777,37,nao eleito,não eleito,Patricia Rodrigues,Patricia Rodrigues Da Silva,34.0,feminino,ensino medio completo,administrador,branca,0.0,481.66,481.66,0.0,481.65999999999997,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61611,Arandu,10111,27,suplente,não eleito,Sueli Soares,Sueli Soares Da Silva,68.0,feminino,ensino superior completo,pedagogo,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61611,Arandu,10456,97,suplente,não eleito,Joao Taberá,Joao Antonio De Oliveira,61.0,masculino,ensino medio completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61611,Arandu,10100,22,suplente,não eleito,Pavanelli,Humberto Flavio Pavanelli,64.0,masculino,ensino medio completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61611,Arandu,10137,7,suplente,não eleito,Maria De Lima,Maria Aparecida De Lima,32.0,feminino,ensino medio incompleto,outros,branca,,,,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61638,Araraquara,10900,129,suplente,não eleito,Amauri Da Lanchonete,Amauri Roseghini,57.0,masculino,ensino medio completo,empresario,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61638,Araraquara,10444,40,suplente,não eleito,Irmão Rinaldo,Rinaldo Balbino Da Silva,56.0,masculino,ensino fundamental completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61638,Araraquara,10200,72,suplente,não eleito,Luciete Oliveira,Luciete Oliveira Ferreira De Lima,54.0,feminino,ensino fundamental completo,empresario,branca,0.0,60000.0,60000.0,0.0,60000.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61638,Araraquara,10000,414,suplente,não eleito,Dr Elias Zakaib,Elias Zakaib Junior,52.0,masculino,ensino superior completo,medico,branca,0.0,0.0,0.0,0.0,0.0,0.0,2270.0
2020,SP,vereador,REPUBLICANOS,61638,Araraquara,10456,186,suplente,não eleito,Pastor Joel,Joelson Junior De Oliveira,46.0,masculino,ensino medio completo,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61638,Araraquara,10555,143,suplente,não eleito,Beto Paletó,Adalberto Alessandro De Lima,45.0,masculino,ensino medio incompleto,vigilante,branca,0.0,10000.0,10000.0,0.0,10000.0,0.0,1200.0
2020,SP,vereador,REPUBLICANOS,61638,Araraquara,10500,71,suplente,não eleito,Douglas Greco,Douglas Cristian Greco,35.0,masculino,ensino fundamental incompleto,vigilante,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61654,Araras,10690,6,suplente,não eleito,Solange Camargo (Sol),Solange Cristina Pereira De Camargo,54.0,feminino,ensino medio completo,cabeleireiro e barbeiro,branca,0.0,0.0,0.0,0.0,0.0,0.0,1.05
2020,SP,vereador,REPUBLICANOS,61654,Araras,10121,626,suplente,não eleito,Claudimir Brucieri,Claudimir Brucieri,59.0,masculino,ensino medio completo,tecnico em agronomia e agrimensura,branca,0.0,0.0,0.0,0.0,0.0,0.0,2478.0
2020,SP,vereador,REPUBLICANOS,61654,Araras,10123,1801,eleito por media,eleito,Marcelo De Oliveira,Marcelo De Oliveira,49.0,masculino,ensino superior completo,professor de ensino medio,parda,0.0,0.0,0.0,0.0,0.0,0.0,4060.0
2020,SP,vereador,REPUBLICANOS,61654,Araras,10222,185,suplente,não eleito,Marluce,Maria Marluce Do Nascimento,42.0,feminino,ensino superior completo,professor e instrutor de formacao profissional,branca,0.0,0.0,0.0,0.0,0.0,0.0,1118.0
2020,SP,vereador,REPUBLICANOS,61654,Araras,10777,985,suplente,não eleito,Paulo Rosário,Paulo Alves Do Rosário,42.0,masculino,ensino medio incompleto,produtor de espetaculos publicos,parda,0.0,0.0,0.0,0.0,0.0,0.0,1888.0
2020,SP,vereador,REPUBLICANOS,61654,Araras,10600,43,suplente,não eleito,Marília Espindola,Marília Nathália Espindola,33.0,feminino,ensino medio completo,estudante bolsista estagiario e assemelhados,parda,0.0,0.0,0.0,0.0,0.0,0.0,450.0
2020,SP,vereador,REPUBLICANOS,61654,Araras,10999,10,suplente,não eleito,Cecilia Gonçalves,Cecília Cristina Francisco Gonçalves,31.0,feminino,le e escreve,agente administrativo,parda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61670,Arealva,10193,19,nao eleito,não eleito,Maurício Peixoto,Mauricio Peixoto Duarte,60.0,masculino,ensino fundamental completo,militar reformado,branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61670,Arealva,10232,48,nao eleito,não eleito,Derik De Jesus,Derik Fernandes De Jesus,31.0,masculino,ensino medio incompleto,comerciario,parda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SP,vereador,REPUBLICANOS,61735,Ariranha,10116,17,nao eleito,não eleito,Celso Ricci,Celso Aparecido Ricci,57.0,masculino,ensino fundamental incompleto,outros,branca,0.0,0.0,0.0,0.0,0.0,0.0,126.9
2020,SP,vereador,REPUBLICANOS,61735,Ariranha,10222,14,nao eleito,não eleito,Tijolinho,Donizete Aparecido Seraphim,58.0,masculino,ensino fundamental incompleto,motorista de veiculos de transporte coletivo de passageiros,branca,0.0,0.0,0.0,0.0,0.0,0.0,114.9
2020,SP,vereador,REPUBLICANOS,61735,Ariranha,10456,16,nao eleito,não eleito,Tiquinho,Luiz Silvio Fiorin,71.0,masculino,ensino fundamental incompleto,aposentado (exceto servidor publico),branca,0.0,0.0,0.0,0.0,0.0,0.0,114.9
2020,SP,vereador,REPUBLICANOS,61735,Ariranha,10111,3,nao eleito,não eleito,Rita Da Finizia,Rita De Cassia De Genova,54.0,feminino,ensino medio incompleto,tecnico de enfermagem e assemelhados (exceto enfermeiro),branca,0.0,0.0,0.0,0.0,0.0,0.0,150.9
2020,SP,vereador,REPUBLICANOS,61735,Ariranha,10580,79,nao eleito,não eleito,Delei Bertucci,Vanderlei Aparecido Bertucci,59.0,masculino,ensino medio completo,empresario,branca,0.0,0.0,0.0,0.0,0.0,0.0,750.0
2020,SP,vereador,REPUBLICANOS,61735,Ariranha,10987,20,nao eleito,não eleito,Erique Pereira,Erique Mateus Pereira,40.0,masculino,ensino medio completo,eletricista e assemelhados,branca,0.0,0.0,0.0,0.0,0.0,0.0,186.9
2020,SP,vereador,REPUBLICANOS,61735,Ariranha,10333,17,nao eleito,não eleito,Sabrina Santos,Sabrina Luzia Dos Santos Furlan,31.0,feminino,ensino medio incompleto,manicure e maquilador,branca,0.0,0.0,0.0,0.0,0.0,0.0,126.9
